# Time series at grid cell: 200   1   1
  Time(yrs)                  pH                     H+                     CO2(aq)                Mg++                   Ca++                  
  1.27364E+00                5.45574392550223E+00   3.26591678058202E-06   2.92300822303732E-08   1.13127632856303E-04   1.69936715368063E-04
  1.27925E+00                5.45876450243717E+00   3.24502375104845E-06   2.91283654247594E-08   1.13132351771636E-04   1.69943807794376E-04
  1.28342E+00                5.46118053401197E+00   3.22831944171227E-06   2.90353659048320E-08   1.13136074143543E-04   1.69949403593946E-04
  1.28682E+00                5.46326859615570E+00   3.21389065186523E-06   2.89537020514550E-08   1.13139261706242E-04   1.69954195204792E-04
  1.29036E+00                5.46558816664877E+00   3.19786477266389E-06   2.88874666094379E-08   1.13142772360081E-04   1.69959471934994E-04
  1.29448E+00                5.46849409115808E+00   3.17780073731554E-06   2.88121343639974E-08   1.13147123031552E-04   1.69966010952543E-04
  1.29914E+00                5.47206356056221E+00   3.15319654692400E-06   2.87359152896475E-08   1.13152396947679E-04   1.69973937579401E-04
  1.30354E+00                5.47572788099786E+00   3.12801983227969E-06   2.86651751629465E-08   1.13157734595270E-04   1.69981960471886E-04
  1.30825E+00                5.47999976599690E+00   3.09878146469020E-06   2.85885533405176E-08   1.13163866454990E-04   1.69991176611465E-04
  1.31316E+00                5.48488183290585E+00   3.06554065656787E-06   2.85255800092516E-08   1.13170758578152E-04   1.70001535443376E-04
  1.31753E+00                5.48962080409279E+00   3.03348896904637E-06   2.84541366856923E-08   1.13177335894459E-04   1.70011421766335E-04
  1.32277E+00                5.49589572613235E+00   2.99135477655913E-06   2.84035877244547E-08   1.13185883386520E-04   1.70024267808133E-04
  1.32684E+00                5.50118979757507E+00   2.95614648496463E-06   2.83414054058775E-08   1.13192955604887E-04   1.70034898753639E-04
  1.33086E+00                5.50685308404506E+00   2.91880812112907E-06   2.82993745530790E-08   1.13200388907285E-04   1.70046071162213E-04
  1.33550E+00                5.51401814554940E+00   2.87205076940240E-06   2.82653425641184E-08   1.13209600202848E-04   1.70059914981951E-04
  1.33993E+00                5.52151067364221E+00   2.82377937061831E-06   2.82302436474804E-08   1.13219011398942E-04   1.70074060381382E-04
  1.34514E+00                5.53133513392940E+00   2.76142531879465E-06   2.82201992860444E-08   1.13231023684282E-04   1.70092113604574E-04
  1.34935E+00                5.54003448373975E+00   2.70718130030340E-06   2.81942756318857E-08   1.13241366351075E-04   1.70107660499697E-04
  1.35365E+00                5.54981285564082E+00   2.64724750690820E-06   2.81984885191626E-08   1.13252675618078E-04   1.70124658323202E-04
  1.35806E+00                5.56084017659479E+00   2.58098482414082E-06   2.82040948040855E-08   1.13265042968345E-04   1.70143246500514E-04
  1.36379E+00                5.57716436604908E+00   2.48539212073345E-06   2.82659127925551E-08   1.13282632671918E-04   1.70169681019161E-04
  1.36794E+00                5.59026511803827E+00   2.41096205429184E-06   2.82917645812255E-08   1.13296175873267E-04   1.70190040880116E-04
  1.37151E+00                5.60260888734025E+00   2.34261014215572E-06   2.83345635082451E-08   1.13308489836738E-04   1.70208550967056E-04
  1.37527E+00                5.61689972816040E+00   2.26554543123562E-06   2.84114121342355E-08   1.13322225568826E-04   1.70229196035753E-04
  1.37963E+00                5.63534728592301E+00   2.16926661352499E-06   2.85225257859929E-08   1.13339172756202E-04   1.70254666867730E-04
  1.38464E+00                5.65961418550969E+00   2.04796343283310E-06   2.87158672194573E-08   1.13360212117769E-04   1.70286288111334E-04
  1.38888E+00                5.68292711876056E+00   1.93705923662920E-06   2.88986249613859E-08   1.13379190019111E-04   1.70314816411856E-04
  1.39336E+00                5.71105121237169E+00   1.81011800072146E-06   2.91700213643559E-08   1.13400587974918E-04   1.70346978680718E-04
  1.39797E+00                5.74456991210372E+00   1.66807484232976E-06   2.95379025690697E-08   1.13424138855131E-04   1.70382377721608E-04
  1.40303E+00                5.78836654116041E+00   1.49649922190837E-06   3.00900416338974E-08   1.13452037921843E-04   1.70424311206544E-04
  1.40785E+00                5.83852592555641E+00   1.31779388450095E-06   3.08236935890061E-08   1.13480471931664E-04   1.70467053087664E-04
  1.41270E+00                5.90080084304356E+00   1.11929494445946E-06   3.18839076805334E-08   1.13511276587363E-04   1.70513357477915E-04
  1.41797E+00                5.98754972661068E+00   8.78951821243049E-07   3.37127098894733E-08   1.13547297018693E-04   1.70567500446831E-04
  1.42251E+00                6.08593238421571E+00   6.48856562288291E-07   3.62869556171545E-08   1.13580468691200E-04   1.70617370922199E-04
  1.42772E+00                6.24478142046372E+00   3.45461153392487E-07   4.20382869142999E-08   1.13621450466921E-04   1.70678972741028E-04
  1.43205E+00                6.43926423647765E+00   5.58338795191282E-08   5.26492324096390E-08   1.13657701123691E-04   1.70733481301662E-04
  1.43676E+00                6.75273870775317E+00  -3.24289434126913E-07   8.39534782354231E-08   1.13699874682512E-04   1.70796892217284E-04
  1.44119E+00                7.08887627249901E+00  -7.54533275411370E-07   1.54878608174197E-07   1.13742142623574E-04   1.70860487435783E-04
  1.44658E+00                7.39732071556250E+00  -1.33731384217508E-06   2.90583496077094E-07   1.13797640290623E-04   1.70944030528110E-04
  1.45098E+00                7.57086895870295E+00  -1.84398696186711E-06   4.20658888235161E-07   1.13845922234133E-04   1.71016835942471E-04
  1.45513E+00                7.69754726105782E+00  -2.34625198380224E-06   5.53654568280285E-07   1.13893970103320E-04   1.71089299329409E-04
  1.46019E+00                7.82361473378586E+00  -2.99528277305858E-06   7.30268940246746E-07   1.13956671540183E-04   1.71183847569378E-04
  1.46448E+00                7.91344218866065E+00  -3.57190236273769E-06   8.89879699778211E-07   1.14013140360560E-04   1.71269118109115E-04
  1.46945E+00                8.00466444790531E+00  -4.27637955709727E-06   1.08939318411320E-06   1.14082990436114E-04   1.71374563996446E-04
  1.47378E+00                8.07513646047248E+00  -4.91647937434636E-06   1.27336972896918E-06   1.14147395405530E-04   1.71471915990027E-04
  1.47881E+00                8.14975985329018E+00  -5.70043326694197E-06   1.50355413024108E-06   1.14227322648994E-04   1.71592712244145E-04
  1.48319E+00                8.20918268791393E+00  -6.41355238656290E-06   1.71586959733720E-06   1.14301111764025E-04   1.71704386081602E-04
  1.48796E+00                8.26936703905217E+00  -7.22673363561413E-06   1.96228908308525E-06   1.14386305748076E-04   1.71833330113322E-04
  1.49265E+00                8.32478037907887E+00  -8.06619448088839E-06   2.22059624025303E-06   1.14475482381866E-04   1.71968432544525E-04
  1.49823E+00                8.38692064884688E+00  -9.12244499411937E-06   2.55159755377412E-06   1.14589291867559E-04   1.72140920691614E-04
  1.50296E+00                8.43631425704105E+00  -1.00611189365265E-05   2.84947269152954E-06   1.14691923358622E-04   1.72296742271144E-04
  1.50726E+00                8.47908946697088E+00  -1.09522216156677E-05   3.13534780829550E-06   1.14790384051329E-04   1.72446327951133E-04
  1.51251E+00                8.52922558084754E+00  -1.20980028569258E-05   3.50869034842474E-06   1.14918400443775E-04   1.72640857030088E-04
  1.51688E+00                8.56908314262657E+00  -1.30955664857367E-05   3.83658775323744E-06   1.15031276732268E-04   1.72812714095077E-04
  1.52187E+00                8.61302597475861E+00  -1.42926986202392E-05   4.23507854790707E-06   1.15167996644030E-04   1.73020913873465E-04
  1.52633E+00                8.65080134327065E+00  -1.54116160750376E-05   4.61064632763583E-06   1.15297216903983E-04   1.73218023244901E-04
  1.53162E+00                8.69430129550162E+00  -1.68117754446859E-05   5.08602644427824E-06   1.15460416690927E-04   1.73467078846776E-04
  1.53609E+00                8.72965148139617E+00  -1.80478451265971E-05   5.50867811325179E-06   1.15606073664516E-04   1.73689822001146E-04
  1.54073E+00                8.76535218044363E+00  -1.93926006380388E-05   5.97214912807426E-06   1.15765716069565E-04   1.73934105533657E-04
  1.54563E+00                8.80205709167416E+00  -2.08852118363079E-05   6.49059549056775E-06   1.15944461913306E-04   1.74207959715526E-04
  1.55116E+00                8.84239707745297E+00  -2.26656845056076E-05   7.11403251893140E-06   1.16159624718490E-04   1.74538040707276E-04
  1.55605E+00                8.87690535785126E+00  -2.43191093373156E-05   7.69641362188256E-06   1.16361330218044E-04   1.74848136075738E-04
  1.56076E+00                8.90931799163584E+00  -2.59905318387410E-05   8.28818405400591E-06   1.16566609553947E-04   1.75164115720367E-04
  1.56626E+00                8.94634998645321E+00  -2.80515412368761E-05   9.02236486226814E-06   1.16821504301608E-04   1.75556925091939E-04
  1.57107E+00                8.97775157066765E+00  -2.99406515208603E-05   9.69813580033535E-06   1.17057119848073E-04   1.75920889013331E-04
  1.57628E+00                9.01108048951365E+00  -3.20978500774523E-05   1.04732456790575E-05   1.17327666169977E-04   1.76339295897157E-04
  1.58124E+00                9.04208336909198E+00  -3.42594865012442E-05   1.12526962540362E-05   1.17600669568354E-04   1.76762379338483E-04
  1.58706E+00                9.07768294685049E+00  -3.69396842776251E-05   1.22229606327239E-05   1.17941100329154E-04   1.77290738759901E-04
  1.59184E+00                9.10613858531003E+00  -3.92535811622577E-05   1.30627003259117E-05   1.18237233001727E-04   1.77751643117765E-04
  1.59676E+00                9.13483239371063E+00  -4.17510617208107E-05   1.39711810497186E-05   1.18558076756879E-04   1.78251650055865E-04
  1.60188E+00                9.16407149973479E+00  -4.44801708513175E-05   1.49659701356610E-05   1.18910468039451E-04   1.78801883771293E-04
  1.60748E+00                9.19550461527470E+00  -4.76390153313155E-05   1.61197007990928E-05   1.19320411013645E-04   1.79443283469733E-04
  1.61239E+00                9.22239757303717E+00  -5.05470094599580E-05   1.71832150695696E-05   1.19700005289795E-04   1.80038794325910E-04
  1.61797E+00                9.25244013444089E+00  -5.40333839836258E-05   1.84598431336830E-05   1.20156571408158E-04   1.80756221350741E-04
  1.62277E+00                9.27768186941037E+00  -5.71790719155216E-05   1.96126010818948E-05   1.20570836531711E-04   1.81409043242554E-04
  1.62816E+00                9.30554630646599E+00  -6.08940377827518E-05   2.09748381559737E-05   1.21061321427777E-04   1.82183242442812E-04
  1.63296E+00                9.32985962481592E+00  -6.43659328886088E-05   2.22483780420786E-05   1.21521967577359E-04   1.82912365748270E-04
  1.63858E+00                9.35787848023859E+00  -6.86478622440287E-05   2.38193471291187E-05   1.22091411993047E-04   1.83815319884650E-04
  1.64331E+00                9.38089317950348E+00  -7.24167507252441E-05   2.52020647872388E-05   1.22595208667877E-04   1.84616663797674E-04
  1.64837E+00                9.40516552875279E+00  -7.66500518935194E-05   2.67548753200369E-05   1.23162043858458E-04   1.85519868695029E-04
  1.65329E+00                9.42835851794155E+00  -8.09657934057797E-05   2.83374090271319E-05   1.23741960183663E-04   1.86446300835968E-04
  1.65961E+00                9.45777141320844E+00  -8.68408631982744E-05   3.04904033867046E-05   1.24533084698462E-04   1.87712963715291E-04
  1.66429E+00                9.47895487532058E+00  -9.13906598661515E-05   3.21568084262258E-05   1.25149416044992E-04   1.88703576246146E-04
  1.66849E+00                9.49764135618788E+00  -9.56352011133676E-05   3.37105051279727E-05   1.25724893925947E-04   1.89630147592603E-04
  1.67308E+00                9.51783470473919E+00  -1.00478448077885E-04   3.54820559597690E-05   1.26382279345798E-04   1.90690525788964E-04
  1.67917E+00                9.54435405906599E+00  -1.07268859829131E-04   3.79630601075211E-05   1.27305755639516E-04   1.92183744615037E-04
  1.68390E+00                9.56438393069234E+00  -1.12765896616412E-04   3.99696646989543E-05   1.28057360532012E-04   1.93403666551949E-04
  1.68808E+00                9.58182566810436E+00  -1.17821720395132E-04   4.18136284569093E-05   1.28749308779693E-04   1.94529045446479E-04
  1.69287E+00                9.60158712684045E+00  -1.23865797830025E-04   4.40157051491501E-05   1.29576949400216E-04   1.95877684853202E-04
  1.69784E+00                9.62181334947557E+00  -1.30430418630658E-04   4.64046665314242E-05   1.30478187112228E-04   1.97350304897940E-04
  1.70345E+00                9.64434866570409E+00  -1.38222760638092E-04   4.92364924076505E-05   1.31549870929700E-04   1.99106229664989E-04
  1.70853E+00                9.66433386946158E+00  -1.45598463338942E-04   5.19134499062253E-05   1.32567562640513E-04   2.00779148671340E-04
  1.71468E+00                9.68825331369276E+00  -1.55022927734785E-04   5.53283656266786E-05   1.33868748595829E-04   2.02923831256055E-04
  1.71970E+00                9.70731187378965E+00  -1.63060782552395E-04   5.82368868401105E-05   1.34983113888851E-04   2.04767384888798E-04
  1.72472E+00                9.72612572441754E+00  -1.71469231212099E-04   6.12752566758648E-05   1.36149367945292E-04   2.06701624271300E-04
  1.73053E+00                9.74758883985701E+00  -1.81675715777021E-04   6.49571829113745E-05   1.37566623794509E-04   2.09059017365804E-04
  1.73587E+00                9.76697488880033E+00  -1.91518293263231E-04   6.85022888631312E-05   1.38937483154789E-04   2.11347181580871E-04
  1.74112E+00                9.78573581252275E+00  -2.01636820015085E-04   7.21410991527841E-05   1.40348568810256E-04   2.13709555361469E-04
  1.74699E+00                9.80642018342352E+00  -2.13510271482233E-04   7.64033902165321E-05   1.42006145388921E-04   2.16493334629685E-04
  1.75247E+00                9.82540570777645E+00  -2.25140628952795E-04   8.05713735742018E-05   1.43634079762591E-04   2.19237011997332E-04
  1.75853E+00                9.84608392421714E+00  -2.38638219081060E-04   8.53993308806178E-05   1.45524856334086E-04   2.22434308389760E-04
  1.76449E+00                9.86608850450112E+00  -2.52605056514331E-04   9.03856787539813E-05   1.47485853052334E-04   2.25762740156741E-04
  1.77018E+00                9.88484238357566E+00  -2.66569390766040E-04   9.53620575703605E-05   1.49449930261589E-04   2.29108364556702E-04
  1.77624E+00                9.90453434043186E+00  -2.82189249579274E-04   1.00917452893815E-04   1.51648950326078E-04   2.32867654571033E-04
  1.78161E+00                9.92163404874475E+00  -2.96637021753199E-04   1.06047010554621E-04   1.53688045422589E-04   2.36366192860608E-04
  1.78720E+00                9.93922495137498E+00  -3.12378386652573E-04   1.11625553782042E-04   1.55910625012390E-04   2.40192556721151E-04
  1.79262E+00                9.95603849082633E+00  -3.28337867591604E-04   1.17271212930213E-04   1.58167875852265E-04   2.44092253582207E-04
  1.79915E+00                9.97606185007091E+00  -3.48541636471001E-04   1.24402492884056E-04   1.61026394479065E-04   2.49049930630102E-04
  1.80431E+00                9.99151899653297E+00  -3.65181204981066E-04   1.30265518512231E-04   1.63389421095148E-04   2.53163280926854E-04
  1.80936E+00                1.00064594546863E+01  -3.82104895877659E-04   1.36218442689798E-04   1.65792168143406E-04   2.57359959189581E-04
  1.81526E+00                1.00237509308545E+01  -4.02786484304065E-04   1.43478344726344E-04   1.68729146688836E-04   2.62508812186688E-04
  1.82083E+00                1.00397914715385E+01  -4.23157686740101E-04   1.50615843151363E-04   1.71628869712448E-04   2.67611021875954E-04
  1.82647E+00                1.00558364308694E+01  -4.44701258909609E-04   1.58149855995397E-04   1.74697778253753E-04   2.73031503764896E-04
  1.83242E+00                1.00725658770175E+01  -4.68486566240289E-04   1.66451443795047E-04   1.78089298822483E-04   2.79045619471956E-04
  1.83851E+00                1.00894167636571E+01  -4.93915205283930E-04   1.75308968697793E-04   1.81720191288185E-04   2.85510469596630E-04
  1.84431E+00                1.01052262331893E+01  -5.19215960920543E-04   1.84105532836859E-04   1.85338467727296E-04   2.91978411215620E-04
  1.85037E+00                1.01215541811613E+01  -5.46856473525686E-04   1.93697106074900E-04   1.89293783226230E-04   2.99078967848673E-04
  1.85599E+00                1.01364465670844E+01  -5.73550340873610E-04   2.02943947868440E-04   1.93120449059526E-04   3.05974802076652E-04
  1.86203E+00                1.01522920732811E+01  -6.03505996489176E-04   2.13301357868303E-04   1.97415638071436E-04   3.13749013828091E-04
  1.86757E+00                1.01665652985742E+01  -6.32043812516521E-04   2.23152000000347E-04   2.01515524196209E-04   3.21197028533502E-04
  1.87374E+00                1.01823608554528E+01  -6.65294602398778E-04   2.34608214916358E-04   2.06291941197998E-04   3.29914484332678E-04
  1.87926E+00                1.01962294054194E+01  -6.96178913043995E-04   2.45231810415279E-04   2.10738494582338E-04   3.38058380203488E-04
  1.88546E+00                1.02117108969056E+01  -7.32414750480773E-04   2.57673713896238E-04   2.15953481581518E-04   3.47656367913263E-04
  1.89118E+00                1.02257607648634E+01  -7.67188454205539E-04   2.69594042837324E-04   2.20968406223062E-04   3.56919584519749E-04
  1.89772E+00                1.02416932406761E+01  -8.08685197803536E-04   2.83792726308467E-04   2.26951068924513E-04   3.68027394303714E-04
  1.90399E+00                1.02567504788884E+01  -8.50249735485055E-04   2.97989837140936E-04   2.32954928880969E-04   3.79219088670117E-04
  1.91016E+00                1.02713688430247E+01  -8.92809749014677E-04   3.12502510232562E-04   2.39106931223518E-04   3.90739078001892E-04
  1.91701E+00                1.02874807220991E+01  -9.42286744112907E-04   3.29342718378056E-04   2.46259676508313E-04   4.04203347417539E-04
  1.92278E+00                1.03007684998690E+01  -9.85510353378860E-04   3.44032203090079E-04   2.52524319972380E-04   4.16032879170172E-04
  1.92861E+00                1.03141032072836E+01  -1.03087785403688E-03   3.59427032653250E-04   2.59095877304771E-04   4.28505041210001E-04
  1.93539E+00                1.03295258854240E+01  -1.08598418269902E-03   3.78094225596475E-04   2.67076947796818E-04   4.43732342290631E-04
  1.94102E+00                1.03420611365350E+01  -1.13335041645747E-03   3.94116981048819E-04   2.73956442741050E-04   4.56890498900579E-04
  1.94613E+00                1.03533426370670E+01  -1.17777171869792E-03   4.09124755269601E-04   2.80407210829613E-04   4.69281518191311E-04
  1.95178E+00                1.03657750787960E+01  -1.22865173638302E-03   4.26291160345074E-04   2.87789649981440E-04   4.83533365008806E-04
  1.95828E+00                1.03799801961330E+01  -1.28952908372693E-03   4.46798836469083E-04   2.96624890451589E-04   5.00668460426359E-04
  1.96386E+00                1.03919573597761E+01  -1.34358122124898E-03   4.64983736210316E-04   3.04488591251536E-04   5.15953823302648E-04
  1.96953E+00                1.04040836205673E+01  -1.40049682547761E-03   4.84107218485662E-04   3.12761960148690E-04   5.32117285999878E-04
  1.97565E+00                1.04170813588709E+01  -1.46416245348400E-03   5.05469368901295E-04   3.22016057092072E-04   5.50278775599716E-04
  1.98188E+00                1.04301723290125E+01  -1.53132655951101E-03   5.27974638007988E-04   3.31785635888127E-04   5.69525951584730E-04
  1.98847E+00                1.04439347395880E+01  -1.60523078698872E-03   5.52703383001117E-04   3.42535960017976E-04   5.90804548945368E-04
  1.99456E+00                1.04564719892623E+01  -1.67587549747387E-03   5.76311430959525E-04   3.52824869229734E-04   6.11233951176081E-04
  2.00064E+00                1.04689329493738E+01  -1.74904762425398E-03   6.00733726239553E-04   3.63477753756092E-04   6.32485302469452E-04
  2.00686E+00                1.04815715583101E+01  -1.82646103425175E-03   6.26539630968605E-04   3.74748065443702E-04   6.55064061614442E-04
  2.01367E+00                1.04953314706656E+01  -1.91444728686668E-03   6.55831295472133E-04   3.87553063304557E-04   6.80842397743473E-04
  2.01977E+00                1.05075053293366E+01  -1.99610786733905E-03   6.82985829011232E-04   3.99456359813071E-04   7.04861328808727E-04
  2.02645E+00                1.05207956155090E+01  -2.08872748326642E-03   7.13746919927415E-04   4.12937697977003E-04   7.32224433633030E-04
  2.03343E+00                1.05345836966712E+01  -2.18927806249346E-03   7.47100735922770E-04   4.27577766990484E-04   7.62057578972531E-04
  2.03962E+00                1.05466601080001E+01  -2.28153370623812E-03   7.77670553429997E-04   4.41027902822352E-04   7.89529711542114E-04
  2.04581E+00                1.05586653289528E+01  -2.37667369943665E-03   8.09163805303206E-04   4.54884648043528E-04   8.17971557060067E-04
  2.05260E+00                1.05718061693151E+01  -2.48488179409159E-03   8.44943906614614E-04   4.70631209550639E-04   8.50450737993792E-04
  2.05877E+00                1.05835900859292E+01  -2.58632342532250E-03   8.78454714693734E-04   4.85413931609676E-04   8.80997011538413E-04
  2.06481E+00                1.05950815686223E+01  -2.68882294905751E-03   9.12284589371628E-04   5.00339688136713E-04   9.11970873103106E-04
  2.07134E+00                1.06074691423222E+01  -2.80328901805127E-03   9.50028755134966E-04   5.16991457127214E-04   9.46688237523310E-04
  2.07807E+00                1.06201456856453E+01  -2.92523230114121E-03   9.90201459074974E-04   5.34733515145650E-04   9.83799583755654E-04
  2.08468E+00                1.06325130342469E+01  -3.04908116791442E-03   1.03096670392953E-03   5.52756052097389E-04   1.02161458928728E-03
  2.09142E+00                1.06450435894591E+01  -3.17938397677372E-03   1.07382039368585E-03   5.71707439591078E-04   1.06153664355346E-03
  2.09892E+00                1.06589762742587E+01  -3.32991901057305E-03   1.12328436669975E-03   5.93578184551669E-04   1.10783132933519E-03
  2.10515E+00                1.06703428189067E+01  -3.45857383847190E-03   1.16552955026858E-03   6.12314885676789E-04   1.14748419411025E-03
  2.11104E+00                1.06810637867937E+01  -3.58365716443770E-03   1.20657654579555E-03   6.30504582809690E-04   1.18615742461723E-03
  2.11750E+00                1.06928060622516E+01  -3.72480699202431E-03   1.25286623213524E-03   6.50996193731756E-04   1.22994084432041E-03
  2.12370E+00                1.07039937560836E+01  -3.86442554231588E-03   1.29862726596406E-03   6.71281047582218E-04   1.27334990832856E-03
  2.13060E+00                1.07164276851344E+01  -4.02455823262200E-03   1.35108055361722E-03   6.94508804327034E-04   1.32329969276490E-03
  2.13681E+00                1.07274694274688E+01  -4.17262122559250E-03   1.39955600925773E-03   7.16019089238574E-04   1.36957301502428E-03
  2.14341E+00                1.07392053941762E+01  -4.33466037684071E-03   1.45258119653978E-03   7.39515279164385E-04   1.42037310055797E-03
  2.15032E+00                1.07514362730092E+01  -4.50959164964779E-03   1.50979832015188E-03   7.64871768633310E-04   1.47535798741100E-03
  2.15686E+00                1.07628864447078E+01  -4.67962484611965E-03   1.56539099731269E-03   7.89532396110615E-04   1.52891604017440E-03
  2.16374E+00                1.07749150884612E+01  -4.86392659709056E-03   1.62562597083298E-03   8.16224414126805E-04   1.58713361903447E-03
  2.17041E+00                1.07864730827634E+01  -5.04759249082468E-03   1.68563359203227E-03   8.42832350611391E-04   1.64527123948258E-03
  2.17754E+00                1.07987950781622E+01  -5.24974122560830E-03   1.75166008289517E-03   8.72077883361484E-04   1.70943512591501E-03
  2.18507E+00                1.08117172352391E+01  -5.46963635636757E-03   1.82346387216645E-03   9.03876907689387E-04   1.77940144886986E-03
  2.19179E+00                1.08231029251780E+01  -5.67135459455339E-03   1.88931932469920E-03   9.33083073787766E-04   1.84368399210007E-03
  2.19860E+00                1.08346179897576E+01  -5.88144469634711E-03   1.95789717641078E-03   9.63449618082915E-04   1.91080885238383E-03
  2.20643E+00                1.08478184259976E+01  -6.13004589523827E-03   2.03903557080639E-03   9.99319188682532E-04   1.99045796890387E-03
  2.21287E+00                1.08584644702081E+01  -6.33974439202112E-03   2.10747220115139E-03   1.02966318148929E-03   2.05768576645166E-03
  2.21886E+00                1.08683312320472E+01  -6.53922690858446E-03   2.17257259109071E-03   1.05848212443469E-03   2.12178026671431E-03
  2.22544E+00                1.08791647204765E+01  -6.76364326132220E-03   2.24580999583358E-03   1.09083103905377E-03   2.19406541903746E-03
  2.23191E+00                1.08897223823574E+01  -6.98988074059485E-03   2.31964417095675E-03   1.12345817171689E-03   2.26703603013345E-03
  2.23952E+00                1.09021103325737E+01  -7.26284753702152E-03   2.40873640142535E-03   1.16273919065170E-03   2.35530450421446E-03
  2.24600E+00                1.09124528051523E+01  -7.50082479138771E-03   2.48641669745250E-03   1.19707704702064E-03   2.43229096224416E-03
  2.25252E+00                1.09228326269601E+01  -7.74567775239883E-03   2.56635233495002E-03   1.23233234306967E-03   2.51168174568533E-03
  2.26041E+00                1.09353940098144E+01  -8.05016837249073E-03   2.66577868929926E-03   1.27606843952767E-03   2.61066160585834E-03
  2.26681E+00                1.09453411233946E+01  -8.30278127689776E-03   2.74828179620795E-03   1.31248160317312E-03   2.69277177322418E-03
  2.27278E+00                1.09545661501856E+01  -8.54269821955727E-03   2.82665496734084E-03   1.34700299622684E-03   2.77090528746240E-03
  2.27952E+00                1.09649979427084E+01  -8.81997310949147E-03   2.91725623844040E-03   1.38679657284200E-03   2.86141252337026E-03
  2.28604E+00                1.09749370322501E+01  -9.09357424289938E-03   3.00668283841451E-03   1.42609887786198E-03   2.95079493819763E-03
  2.29356E+00                1.09863730570848E+01  -9.41664964825716E-03   3.11231904348562E-03   1.47240524892680E-03   3.05657150819069E-03
  2.30027E+00                1.09963830947073E+01  -9.71128457949657E-03   3.20869027005129E-03   1.51471858880799E-03   3.15307400124680E-03
  2.30744E+00                1.10070459434737E+01  -1.00330169702786E-02   3.31396785453245E-03   1.56081795870448E-03   3.25867404449004E-03
  2.31515E+00                1.10183966928959E+01  -1.03868507160399E-02   3.42980456072931E-03   1.61147767223470E-03   3.37498863536601E-03
  2.32230E+00                1.10287523603667E+01  -1.07224127036072E-02   3.53971076843420E-03   1.65956637437418E-03   3.48538061206618E-03
  2.33006E+00                1.10399160857951E+01  -1.10941691168839E-02   3.66153702093659E-03   1.71273032837237E-03   3.60792422041513E-03
  2.33766E+00                1.10506902170162E+01  -1.14666123495024E-02   3.78365589710081E-03   1.76600824599330E-03   3.73081658988132E-03
  2.34589E+00                1.10622564884819E+01  -1.18790636456076E-02   3.91897816917207E-03   1.82491640039019E-03   3.86715178467185E-03
  2.35302E+00                1.10720389572667E+01  -1.22432246507063E-02   4.03852441475991E-03   1.87701823977892E-03   3.98756239838377E-03
  2.35971E+00                1.10811347072739E+01  -1.25910675622060E-02   4.15277647591282E-03   1.92672237747201E-03   4.10274032608219E-03
  2.36697E+00                1.10909639805159E+01  -1.29759209251460E-02   4.27926298619444E-03   1.98159735741265E-03   4.23039961760359E-03
  2.37401E+00                1.11003265054633E+01  -1.33556352926596E-02   4.40413737330052E-03   2.03576469646933E-03   4.35644277743180E-03
  2.38207E+00                1.11109835481555E+01  -1.37990931105192E-02   4.55008100987395E-03   2.09888779954773E-03   4.50391222989165E-03
  2.38972E+00                1.11208784715532E+01  -1.42281766475680E-02   4.69139431978797E-03   2.16003256413193E-03   4.64666935257202E-03
  2.39786E+00                1.11313133880974E+01  -1.46939652662254E-02   4.84491516394499E-03   2.22629779301380E-03   4.80188303270350E-03
  2.40531E+00                1.11406422998513E+01  -1.51273597729626E-02   4.98786261795969E-03   2.28800964609815E-03   4.94637397849789E-03
  2.41256E+00                1.11496147124071E+01  -1.55561477012895E-02   5.12939226382892E-03   2.34899735973504E-03   5.08950577259776E-03
  2.42100E+00                1.11600033505340E+01  -1.60648581170403E-02   5.29744550896963E-03   2.42117874939934E-03   5.25962266215638E-03
  2.42809E+00                1.11684454823562E+01  -1.64987158298674E-02   5.44087529508247E-03   2.48290044897458E-03   5.40467072991664E-03
  2.43460E+00                1.11761079439120E+01  -1.69022346978590E-02   5.57436534992175E-03   2.54023586257745E-03   5.53973122737489E-03
  2.44181E+00                1.11845814334468E+01  -1.73565411689022E-02   5.72477085731218E-03   2.60462487185872E-03   5.69204564847803E-03
  2.44897E+00                1.11928174581504E+01  -1.78135413210977E-02   5.87618340456844E-03   2.66941880087078E-03   5.84534763833253E-03
  2.45717E+00                1.12021864316961E+01  -1.83463215038311E-02   6.05285968362619E-03   2.74481493361305E-03   6.02433398992933E-03
  2.46503E+00                1.12109258996467E+01  -1.88643821991373E-02   6.22480197111871E-03   2.81820070679030E-03   6.19843651067727E-03
  2.47355E+00                1.12202894601996E+01  -1.94347226908010E-02   6.41427331175006E-03   2.89885737589696E-03   6.39037619856881E-03
  2.48111E+00                1.12283542366783E+01  -1.99477550149327E-02   6.58484911425791E-03   2.97150526888583E-03   6.56306197324616E-03
  2.48832E+00                1.12359427745740E+01  -2.04431400186336E-02   6.74968960744975E-03   3.04157598862477E-03   6.72998478780923E-03
  2.49636E+00                1.12443409590411E+01  -2.10029288277362E-02   6.93612842388892E-03   3.12059070612895E-03   6.91888532758560E-03
  2.50381E+00                1.12519100536000E+01  -2.15284020394661E-02   7.11128504876945E-03   3.19484006855213E-03   7.09624850954025E-03
  2.51169E+00                1.12598351530534E+01  -2.20912739576689E-02   7.29907492421851E-03   3.27424149263795E-03   7.28647683971826E-03
